,Smiles,Targets,Molecule ChEMBL ID,EGFR,MAPK1,SRC,STAT3,0,BBB,SMILES,peso_molecular,logP,donadores_H,aceptores_H,violaciones
205,Fc1cccc(COc2ccc(Nc3ncnc4nn5ccccc5c34)cc2Cl)c1,EGFR P STAT3,CHEMBL182254,32.0,0.0942179933190345,0.603,0.925910157677919,0.0,0.15,Fc1cccc(COc2ccc(Nc3ncnc4nn5ccccc5c34)cc2Cl)c1,419.8470000000001,5.3926000000000025,1.0,6.0,1.0
206,NC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,EGFR P STAT3,CHEMBL461426,40.0,0.4168319702148437,0.6398701298701299,0.9228893220227676,0.0,0.03,NC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,538.0040000000001,4.983700000000003,3.0,8.0,1.0
209,C[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(F)cc4)c3c2)CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,MAPK1 P EGFR,CHEMBL4228816,0.9208036661148072,24.0,0.5,0.0451080177747161,0.0,0.135,C[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(F)cc4)c3c2)CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,618.7170000000002,4.825300000000004,2.0,7.0,1.0
214,COCC(=O)OC[C@@H](NC(=O)N1CCc2cnc(NC3CCOCC3)nc2C1)c1ccc(F)c(Cl)c1,MAPK1 P EGFR,CHEMBL4108835,0.9172062873840332,5.3,0.54,0.0362848742663435,0.0,0.16,COCC(=O)OC[C@@H](NC(=O)N1CCc2cnc(NC3CCOCC3)nc2C1)c1ccc(F)c(Cl)c1,521.9770000000003,2.858600000000001,2.0,8.0,1.0
215,O=C(Nc1cc2[nH]nc(Nc3ccccc3Cl)c2cn1)N[C@@H]1CCCOc2ccccc21,MAPK1 P EGFR,CHEMBL4107463,0.9271413683891296,60.1,0.6,0.6912217732353239,0.0,0.0533333333333333,O=C(Nc1cc2[nH]nc(Nc3ccccc3Cl)c2cn1)N[C@@H]1CCCOc2ccccc21,448.91400000000027,5.390300000000003,4.0,5.0,1.0
216,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ccc(F)cc4)cc3)CC2)C1,MAPK1 P EGFR,CHEMBL3398592,0.929602324962616,100000.0,0.53,0.2710914553939884,0.0,0.19,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ccc(F)cc4)cc3)CC2)C1,537.0350000000001,4.460900000000004,2.0,5.0,1.0
218,O=C(N[C@@H](c1ccc(F)c(Cl)c1)[C@@]1(F)CCNC1)c1ccc2cnc(NC3CCOCC3)nc2c1,MAPK1 P EGFR,CHEMBL3946491,0.9191216826438904,1.2,0.5,0.0102247098613288,0.0,0.0233333333333333,O=C(N[C@@H](c1ccc(F)c(Cl)c1)[C@@]1(F)CCNC1)c1ccc2cnc(NC3CCOCC3)nc2c1,501.9650000000003,4.185900000000003,3.0,6.0,1.0
219,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccc(F)cc3)c2cn1)c1ccc(F)c(Cl)c1,MAPK1 P EGFR,CHEMBL3654724,0.9135019183158876,9.337,0.4314285714285714,0.0820286668563974,0.0,0.05,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccc(F)cc3)c2cn1)c1ccc(F)c(Cl)c1,427.8420000000001,5.439200000000002,3.0,3.0,1.0
226,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ccoc4)cc3)CC2)C1,MAPK1 P EGFR,CHEMBL3356123,0.902301788330078,5500.0,0.53,0.286052664539737,0.0,0.03,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ccoc4)cc3)CC2)C1,509.0060000000003,3.914800000000003,2.0,6.0,1.0
227,O=C(Nc1ccc(O)c(F)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,MAPK1 P EGFR,CHEMBL3398608,0.9147781133651732,2670.0,0.63,0.1758638549616661,0.0,0.1066666666666666,O=C(Nc1ccc(O)c(F)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,504.56600000000026,2.597500000000001,2.0,7.0,1.0
232,CS[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(F)cc4)c3c2)CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,MAPK1 P EGFR,CHEMBL4215228,0.9361207485198976,5.6,0.52,0.0723440189207749,0.0,0.175,CS[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(F)cc4)c3c2)CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,650.7840000000001,4.920800000000004,2.0,8.0,1.0
235,O=C(N[C@@H](c1ccc(F)c(Cl)c1)[C@]1(F)CCNC1)c1ccc2cnc(NC3CCOCC3)nc2c1,MAPK1 P EGFR,CHEMBL3955181,0.9191216826438904,1.6,0.5,0.0102247098613288,0.0,0.09,O=C(N[C@@H](c1ccc(F)c(Cl)c1)[C@]1(F)CCNC1)c1ccc2cnc(NC3CCOCC3)nc2c1,501.9650000000003,4.185900000000003,3.0,6.0,1.0
240,COc1cccc(F)c1CN1CCC[C@@H](NC(=O)Nc2cc3[nH]nc(-c4ccc5nn(C)cc5c4)c3cn2)C1,MAPK1 P EGFR,CHEMBL3663100,0.9477453231811525,0.9287,0.647258064516129,0.1642716379479948,0.0,0.1,COc1cccc(F)c1CN1CCC[C@@H](NC(=O)Nc2cc3[nH]nc(-c4ccc5nn(C)cc5c4)c3cn2)C1,528.5920000000001,4.445400000000002,3.0,7.0,1.0
251,Cc1csc(-c2ccc(-c3n[nH]c4cc(NC(=O)N[C@H](C)c5ccc(F)cc5)ncc34)cn2)n1,MAPK1 P EGFR,CHEMBL3654875,0.9432982802391052,1258.0,0.4314285714285714,0.1686175755277384,0.0,0.1075,Cc1csc(-c2ccc(-c3n[nH]c4cc(NC(=O)N[C@H](C)c5ccc(F)cc5)ncc34)cn2)n1,473.5370000000001,5.473620000000004,3.0,6.0,1.0
252,O=C(N[C@H](c1ccc(F)c(Cl)c1)[C@]1(F)CCNC1)c1ccc2cnc(NC3CCOCC3)nc2c1,MAPK1 P EGFR,CHEMBL4106841,0.9191216826438904,65.4,0.5,0.0102247098613288,0.0,0.1233333333333333,O=C(N[C@H](c1ccc(F)c(Cl)c1)[C@]1(F)CCNC1)c1ccc2cnc(NC3CCOCC3)nc2c1,501.9650000000003,4.185900000000003,3.0,6.0,1.0
255,CC(C)c1cc(NC(=O)[C@@H]2CCN(CC(=O)N3CCN(c4ccc(-c5ncccn5)cc4)CC3)C2)ccc1O,MAPK1 P EGFR,CHEMBL3398607,0.9526650309562684,73.0,0.51,0.0445760047380956,0.0,0.13,CC(C)c1cc(NC(=O)[C@@H]2CCN(CC(=O)N3CCN(c4ccc(-c5ncccn5)cc4)CC3)C2)ccc1O,528.6570000000003,3.5818000000000025,2.0,7.0,1.0
257,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccc(N4CCCCC4)nc3)c2cn1)c1ccc(F)cc1,MAPK1 P EGFR,CHEMBL3654870,0.9187936782836914,9.85,0.5522222222222222,0.1434877231738687,0.0,0.1716666666666667,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccc(N4CCCCC4)nc3)c2cn1)c1ccc(F)cc1,459.5290000000002,5.032000000000004,3.0,5.0,1.0
260,O=C(Nc1ccc2[nH]nc(-c3ccc(F)cc3)c2c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,MAPK1 P EGFR,CHEMBL4225841,0.9403402805328368,5.5,0.55,0.2607144924581356,0.0,0.15,O=C(Nc1ccc2[nH]nc(-c3ccc(F)cc3)c2c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,604.6900000000002,4.435200000000004,2.0,7.0,1.0
264,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ccsc4)cc3)CC2)C1,MAPK1 P EGFR,CHEMBL3356122,0.9336885213851928,20000.0,0.51,0.2501578908662014,0.0,0.03,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ccsc4)cc3)CC2)C1,525.0740000000002,4.383300000000004,2.0,6.0,1.0
265,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4cncnc4)cc3)CC2)C1,MAPK1 P EGFR,CHEMBL3398601,0.9472372531890868,1800.0,0.54,0.356378568684403,0.0,0.04,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4cncnc4)cc3)CC2)C1,521.0210000000002,3.1118000000000015,2.0,7.0,1.0
266,CO[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(F)cc4)c3c2)CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,MAPK1 P EGFR,CHEMBL3645233,0.9268910884857178,2.1,0.53,0.1026799464791495,0.0,0.22,CO[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(F)cc4)c3c2)CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,634.7160000000001,4.204200000000004,2.0,8.0,1.0
269,CC(=O)N(C[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1)c1ccc2[nH]nc(-c3ccc(F)cc3)c2c1,MAPK1 P EGFR,CHEMBL4226108,0.9481616616249084,574.0,0.44,0.068664819724318,0.0,0.1633333333333333,CC(=O)N(C[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1)c1ccc2[nH]nc(-c3ccc(F)cc3)c2c1,632.7440000000003,4.849600000000004,1.0,7.0,1.0
270,O=C(Nc1ccc(O)c(C2CC2)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,MAPK1 P EGFR,CHEMBL3398606,0.913298726081848,36.0,0.62,0.2129566051918824,0.0,0.1333333333333333,O=C(Nc1ccc(O)c(C2CC2)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,526.6410000000002,3.3358000000000017,2.0,7.0,1.0
272,O=C(CN1CC[C@@H](CNc2ccc3[nH]nc(-c4ccc(F)cc4)c3c2)C1)N1CCN(c2ccc(-c3ncccn3)cc2)CC1,MAPK1 P EGFR,CHEMBL4225250,0.9462618827819824,960.0,0.47,0.3477362087745617,0.0,0.12,O=C(CN1CC[C@@H](CNc2ccc3[nH]nc(-c4ccc(F)cc4)c3c2)C1)N1CCN(c2ccc(-c3ncccn3)cc2)CC1,590.7070000000001,4.908600000000004,2.0,7.0,1.0
273,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4cccc(F)c4)cc3)CC2)C1,MAPK1 P EGFR,CHEMBL3398593,0.907167673110962,2200.0,0.55,0.2134053065288153,0.0,0.09,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4cccc(F)c4)cc3)CC2)C1,537.0350000000001,4.460900000000004,2.0,5.0,1.0
274,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ccccc4F)cc3)CC2)C1,MAPK1 P EGFR,CHEMBL3398594,0.9239968061447144,1200.0,0.52,0.1416015659825313,0.0,0.1,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ccccc4F)cc3)CC2)C1,537.0350000000001,4.460900000000004,2.0,5.0,1.0
276,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccc(C#N)cc3)c2cn1)c1cccc(Cl)c1,MAPK1 P EGFR,CHEMBL3654735,0.9029199481010436,6.107,0.4247619047619047,0.1251396579584363,0.0,0.11,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccc(C#N)cc3)c2cn1)c1cccc(Cl)c1,416.87200000000007,5.032680000000003,3.0,4.0,1.0
282,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4cnco4)cc3)CC2)C1,MAPK1 P EGFR,CHEMBL3398597,0.9599697589874268,12000.0,0.54,0.3476721936610624,0.0,0.03,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4cnco4)cc3)CC2)C1,509.9940000000003,3.309800000000002,2.0,7.0,1.0
292,O=C(CN1CCC(CF)(C(=O)Nc2ccc3[nH]nc(-c4ccc(F)cc4)c3c2)C1)N1CCN(c2ccc(-c3ncccn3)cc2)CC1,MAPK1 P EGFR,CHEMBL4225054,0.9338797926902772,5.8,0.54,0.0982689175801588,0.0,0.045,O=C(CN1CCC(CF)(C(=O)Nc2ccc3[nH]nc(-c4ccc(F)cc4)c3c2)C1)N1CCN(c2ccc(-c3ncccn3)cc2)CC1,636.7070000000001,4.774900000000005,2.0,7.0,1.0
293,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4CCCC(Oc5ccc(Cl)c(F)c5)C4)ncc23)ccn1,MAPK1 P EGFR,CHEMBL3663076,0.939780294895172,36.43,0.625,0.3409559092949746,0.0,0.04,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4CCCC(Oc5ccc(Cl)c(F)c5)C4)ncc23)ccn1,494.95800000000014,5.632520000000005,3.0,5.0,1.0
296,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4cccs4)cc3)CC2)C1,MAPK1 P EGFR,CHEMBL3398596,0.9237878322601318,20000.0,0.53,0.2160256863452997,0.0,0.01,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4cccs4)cc3)CC2)C1,525.0740000000002,4.383300000000004,2.0,6.0,1.0
298,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ncc(F)cn4)cc3)CC2)C1,MAPK1 P EGFR,CHEMBL3398600,0.9239124655723572,1760.0,0.65,0.3335850402928718,0.0,0.09,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ncc(F)cn4)cc3)CC2)C1,539.0110000000001,3.2509000000000023,2.0,7.0,1.0
299,CCc1cnc(-c2ccc(N3CCN(C(=O)CN4CC[C@@H](C(=O)Nc5ccc(O)c(Cl)c5)C4)CC3)cc2)nc1,MAPK1 P EGFR,CHEMBL3398599,0.9484041333198548,5.0,0.65,0.1531264655953199,0.0,0.4008333333333332,CCc1cnc(-c2ccc(N3CCN(C(=O)CN4CC[C@@H](C(=O)Nc5ccc(O)c(Cl)c5)C4)CC3)cc2)nc1,549.0750000000002,3.6742000000000017,2.0,7.0,1.0
304,O=C(N[C@H](c1ccc(F)c(Cl)c1)[C@@]1(F)CCNC1)c1ccc2cnc(NC3CCOCC3)nc2c1,MAPK1 P EGFR,CHEMBL4111837,0.9191216826438904,73.6,0.5,0.0102247098613288,0.0,0.74,O=C(N[C@H](c1ccc(F)c(Cl)c1)[C@@]1(F)CCNC1)c1ccc2cnc(NC3CCOCC3)nc2c1,501.9650000000003,4.185900000000003,3.0,6.0,1.0
306,O=C(Nc1ccc(O)c(C(F)(F)F)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,MAPK1 P EGFR,CHEMBL3398605,0.9675021767616272,100.0,0.62,0.2120915952132022,0.0,0.06,O=C(Nc1ccc(O)c(C(F)(F)F)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,554.5730000000001,3.4772000000000025,2.0,7.0,1.0
314,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4nccs4)cc3)CC2)C1,MAPK1 P EGFR,CHEMBL3398604,0.9267273545265198,300.0,0.63,0.2237658860733419,0.0,0.27,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4nccs4)cc3)CC2)C1,526.0620000000001,3.7783000000000024,2.0,7.0,1.0
318,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,MAPK1 P EGFR,CHEMBL3398598,0.9176315069198608,410.0,0.62,0.2889956146910176,0.0,0.17,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,521.0210000000002,3.1118000000000015,2.0,7.0,1.0
319,C=CC(=O)Nc1cc(C)ccc1Nc1nc(Nc2cc(OC)ncc2C)ncc1C(F)(F)F,MAPK1 P EGFR,CHEMBL5183609,0.9056329727172852,10.0,0.65,0.7929068542232033,0.0,0.24,C=CC(=O)Nc1cc(C)ccc1Nc1nc(Nc2cc(OC)ncc2C)ncc1C(F)(F)F,458.4440000000002,5.127540000000002,3.0,7.0,1.0
329,COC[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(F)cc4)c3c2)CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,MAPK1 P EGFR,CHEMBL4228493,0.9447025060653688,25.0,0.53,0.076081672837868,0.0,0.0,COC[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(F)cc4)c3c2)CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,648.743,4.451800000000004,2.0,8.0,1.0
332,CCO[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(F)cc4)c3c2)CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,MAPK1 P EGFR,CHEMBL4226533,0.9121177196502686,9.7,0.54,0.0400250145359417,0.0,0.075,CCO[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(F)cc4)c3c2)CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,648.743,4.594300000000005,2.0,8.0,1.0
339,COCC(=O)N1CCC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,SRC P EGFR MAPK1,CHEMBL4076024,0.9243625998497008,0.915675401687622,55.0,0.0548217312182714,0.0,0.01,COCC(=O)N1CCC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,571.535,4.1361000000000026,2.0,8.0,1.0
347,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4F)c4c(N)nccn34)C2)COC1,SRC P EGFR MAPK1,CHEMBL4799627,0.9555903077125548,0.9300940632820128,116.0,0.0168043500801517,0.0,0.17,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4F)c4c(N)nccn34)C2)COC1,597.573,4.526200000000002,2.0,8.0,1.0
351,Oc1cccc(Nc2nc(/C=C/c3cc4c(cc3Br)OCO4)nc3ccccc23)c1,SRC P EGFR STAT3,CHEMBL4436086,0.9362901449203492,0.089449904859066,897.0,0.9219860519031632,0.0,0.06,Oc1cccc(Nc2nc(/C=C/c3cc4c(cc3Br)OCO4)nc3ccccc23)c1,462.30300000000017,5.740600000000002,2.0,6.0,1.0
352,C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCCOC,SRC P EGFR STAT3,CHEMBL571040,0.997779130935669,0.5273298621177673,800.0,0.9441740574057406,0.0,0.01,C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCCOC,513.9570000000002,4.306600000000002,2.0,7.0,1.0
356,COc1cccc(-c2cn(-c3ccc(CCOP(=O)(O)CP(=O)(O)O)cc3)c3ncnc(N)c23)c1,SRC P EGFR,CHEMBL102183,0.9070442914962769,0.2586741149425506,700.0,0.1267066611814717,0.0,0.5133333333333333,COc1cccc(-c2cn(-c3ccc(CCOP(=O)(O)CP(=O)(O)O)cc3)c3ncnc(N)c23)c1,518.4030000000002,3.5580000000000025,4.0,8.0,1.0
357,COc1cc(-c2nn(C3CCN(C4CCN(C(C)=O)CC4)CC3)c3ncnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C,SRC P EGFR,CHEMBL370773,0.9230883717536926,0.4719961285591125,17150.0,0.1956963177475587,0.0,0.03,COc1cc(-c2nn(C3CCN(C4CCN(C(C)=O)CC4)CC3)c3ncnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C,621.7460000000002,4.475900000000002,2.0,10.0,1.0
358,COc1cc(-c2nn([C@H]3CC[C@H](N4CCN(C(C)=O)CC4)CC3)c3ncnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C,SRC P EGFR,CHEMBL197603,0.9018048048019408,0.4517388939857483,9050.0,0.1526219302566481,0.0,0.0,COc1cc(-c2nn([C@H]3CC[C@H](N4CCN(C(C)=O)CC4)CC3)c3ncnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C,621.7460000000002,4.475900000000002,2.0,10.0,1.0
359,COCC(=O)N1CCC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,SRC P EGFR,CHEMBL4076024,0.9243625998497008,0.915675401687622,55.0,0.0548217312182714,0.0,0.01,COCC(=O)N1CCC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,571.535,4.1361000000000026,2.0,8.0,1.0
360,COCCOc1cc2ncc(C#N)c(Nc3ccc(Cl)cc3Cl)c2cc1OC,SRC P EGFR,CHEMBL127633,0.9149711728096008,0.064574234187603,4.7,0.5070488335743176,0.0,0.03,COCCOc1cc2ncc(C#N)c(Nc3ccc(Cl)cc3Cl)c2cc1OC,418.28000000000014,5.190680000000003,1.0,6.0,1.0
364,Fc1cc(-c2nc3ccccc3s2)ccc1Nc1ncnc2cc(Cl)ccc12,SRC P EGFR,CHEMBL473557,0.9597578048706056,0.0845985040068626,700.0,0.641784728227207,0.0,0.27,Fc1cc(-c2nc3ccccc3s2)ccc1Nc1ncnc2cc(Cl)ccc12,406.8730000000001,6.442600000000002,1.0,5.0,1.0
366,CN(CCOP(=O)(O)CP(=O)(O)O)CCc1ccc(-n2cc(-c3cccc(O)c3)c3c(N)ncnc32)cc1,SRC P EGFR,CHEMBL318996,0.9128599166870116,0.4141584932804107,4.0,0.0358223362437917,0.0,0.11,CN(CCOP(=O)(O)CP(=O)(O)O)CCc1ccc(-n2cc(-c3cccc(O)c3)c3c(N)ncnc32)cc1,561.4720000000002,3.1868000000000007,5.0,9.0,1.0
369,COc1ccc(Cl)cc1-n1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n2c3ccccc3nc12,SRC P EGFR,CHEMBL406684,0.9853469133377076,0.0771709755063057,1400.0,0.4777264490869944,0.0,0.11,COc1ccc(Cl)cc1-n1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n2c3ccccc3nc12,567.0530000000002,4.739000000000003,1.0,10.0,1.0
370,CN(C)CCCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(P(=O)(O)CP(=O)(O)O)cc3)nc21,SRC P EGFR,CHEMBL421024,0.9219098687171936,0.1386013478040695,0.3,0.0438690738510503,0.0,0.04,CN(C)CCCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(P(=O)(O)CP(=O)(O)O)cc3)nc21,626.3740000000003,4.4915000000000065,4.0,8.0,1.0
374,COc1cccc(-c2cn(-c3cccc(C(=O)NCCCP(=O)(O)CP(=O)(O)O)c3)c3ncnc(N)c23)c1,SRC P EGFR,CHEMBL321116,0.9040116667747498,0.4649743437767029,360.0,0.1013196159321743,0.0,0.175,COc1cccc(-c2cn(-c3cccc(C(=O)NCCCP(=O)(O)CP(=O)(O)O)c3)c3ncnc(N)c23)c1,559.456,3.203800000000001,5.0,8.0,1.0
375,Cc1cccc(C)c1-c1cc(C)c2nc(Nc3cccc(C(=O)NCCCN(C)C)c3)nnc2c1,SRC P EGFR,CHEMBL3648066,0.9143944978713988,0.1912498325109481,13.1,0.0887833586214547,0.0,0.07,Cc1cccc(C)c1-c1cc(C)c2nc(Nc3cccc(C(=O)NCCCN(C)C)c3)nnc2c1,468.6050000000003,5.0421600000000035,2.0,6.0,1.0
378,Cc1cccc(C)c1-n1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n2c3ccccc3nc12,SRC P EGFR,CHEMBL410295,0.92993825674057,0.0369202680885791,120.0,0.7089386565628091,0.0,0.0,Cc1cccc(C)c1-n1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n2c3ccccc3nc12,530.6360000000003,4.693840000000004,1.0,9.0,1.0
382,Nc1nccn2c([C@@H]3CC[C@H]4COC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,SRC P EGFR,CHEMBL4749037,0.9373159408569336,0.6236611008644104,92.0,0.0575445667128335,0.0,0.4266666666666666,Nc1nccn2c([C@@H]3CC[C@H]4COC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,537.5020000000002,4.342800000000003,2.0,8.0,1.0
